year	genre	author	shorttitle
54	mystery and detective fiction	Lewis, M. C. M. 	 Death In high heels
54	mystery and detective fiction	Lockrldge, F. L. D. and R. 	 Curtain for a jester
54	mystery and detective fiction	Lockridge. F. L. D. and R. 	 Key to death
54	mystery and detective fiction	Lockrldge. R. and F. L. D. 	 Death and the gentle bull
54	mystery and detective fiction	Lodwlck. J. 	 Love bade me welcome
54	mystery and detective fiction	MoCloy, H. 	 Unfinished crime
54	mystery and detective fiction	McConnaughey, J. 	 Three for the money
54	mystery and detective fiction	McGerr, P. 	 Fatal In my fashion
54	mystery and detective fiction	Mcleern. W. P. 	 Rogue cop
54	mystery and detective fiction	McGrew. P. 	 Made for murder
54	mystery and detective fiction	Mackintosh, E. 	 Shilling for candles
54	mystery and detective fiction	Mackintosh. E. 	 Three by Tey
54	mystery and detective fiction	Mainwaring, M. 	 Murder In pastiche
54	mystery and detective fiction	Malleson, L. B. 	 Death won't wait
54	mystery and detective fiction	Martin, A. E. 	 Bridal bed murders
54	mystery and detective fiction	Martin, R. L. 	 Tears for the bride
54	mystery and detective fiction	Martin, R. L. 	 Widow and the web
54	mystery and detective fiction	Mason. H. 	 Red bishop
54	mystery and detective fiction	Millar. K. 	 Find a victim. W '54) Mystery writers of America, Incorporated. Butcher, baker, murder-maker
54	mystery and detective fiction	Nelson. H. L. 	 Suspect
54	mystery and detective fiction	Neville. A. 	 Which doctor
54	mystery and detective fiction	Nichols. B. 	 No man's street
54	mystery and detective fiction	Nielsen. H. 	 Woman on the roof
54	mystery and detective fiction	Palmer. S. 	 Cold poison
54	mystery and detective fiction	Philips, J. P. 	 Lieutenant Pascal's tastes In homicides
54	mystery and detective fiction	Potts. J. 	 Go. lovely Rose
54	mystery and detective fiction	Pou, G. L. 	 Sound an alarm
54	mystery and detective fiction	Powell, R. P. 	 Say it with bullets
54	mystery and detective fiction	Prather, R. S. 	 Pattern for panic
54	mystery and detective fiction	Queen. E. 	 Glass village
54	mystery and detective fiction	QuPen. 3., cd. 	 Queen's awards: ninth series
54	mystery and detective fiction	Raymond. R. I'll bury my dead. 	 Ap ’64)
54	mystery and detective fiction	Rayter, J. 	 Victim was important
54	mystery and detective fiction	Reach. J. 	 Blind gambit
54	mystery and detective fiction	Rellly. H. K. 	 Tell her It's murder
54	mystery and detective fiction	Ripman. T. 	 Vamp till ready
54	mystery and detective fiction	Rlvett, B. C. 	 Policeman at the door
54	mystery and detective fiction	Rlvett. E. C. 	 Shroud of darkness
54	mystery and detective fiction	Roeburt, J. 	 Hollow man
54	mystery and detective fiction	Ronald. E. R 	 Cat and fiddle murders
54	mystery and detective fiction	Roscoe, M. 	 Slice of hell
54	mystery and detective fiction	Roth, H. 	 Content assignment
54	mystery and detective fiction	Roth. H. 	 Mask of glass
54	mystery and detective fiction	Scherf, M. 	 Glass on the stairs
54	mystery and detective fiction	Seeley. M. H. 	 Whistling shadow
54	mystery and detective fiction	Sheridan, J. 	 Waikiki widow
54	mystery and detective fiction	Slmenon. O. 	 Inspector Malgret and the strangled stripper
54	mystery and detective fiction	Simenon. G. 	 On land and sea
54	mystery and detective fiction	Slmenon, G. 	 Strangers In the house
54	mystery and detective fiction	Slmenon, G. 	 Tidal wave
54	mystery and detective fiction	Sinclair, R. B. 	 It couldn't be murder
54	mystery and detective fiction	Splcer. B. 	 Taming of Carney Wilde
54	mystery and detective fiction	Sted, R. 	 They all hired red
54	mystery and detective fiction	Stein. A. M. 	 Body in the basket
54	mystery and detective fiction	Stevens, F. 	 Slip left a sliver slipper
54	mystery and detective fiction	Stewart. J. I. M. 	 Dead man's shoes
54	mystery and detective fiction	Stout, R. 	 Black mountain
54	mystery and detective fiction	Stout, R. 	 Three men out
54	mystery and detective fiction	Street, C. J. C. 	 Case of the forty thieves
54	mystery and detective fiction	Street, C. J. C. 	 Dovebury murders
54	mystery and detective fiction	Sylvester, R. 	 Big boodle
54	mystery and detective fiction	Taylor, S. S. 	 So cold, my bed
54	mystery and detective fiction	Thomas, C. 	 Hearse horse snickered
54	mystery and detective fiction	Thomas. M. M. 	 Walt long, wait still
54	mystery and detective fiction	Trench, J. 	 Docken dead
54	mystery and detective fiction	Truss, S. 	 Other side of the wall
54	mystery and detective fiction	Turngren, A. 	 Have a lovely funeral
55	historical fiction	Salverson, L. G. 	 Immortal rock
55	historical fiction	Gaakln. C. 	 Sara Dane
55	historical fiction	Dolan, M. 	 Hannibal of Carthage
55	historical fiction	Burr. G. H. 	 Cross, sword, and arrow
55	historical fiction	Jernlgan, M. M. 	 Forbidden city
55	historical fiction	Mason. V. 	 Silver leopard
55	historical fiction	Oldenbourg, Z. 	 Cornerstone
55	historical fiction	Shellabarger, S. 	 Token
55	historical fiction	Williams. J. 	 Siege
55	historical fiction	Dunscomb, C. 	 Bond and the free
55	historical fiction	White, H. C. 	 Four rivers of paradise
55	historical fiction	Gerson, N. B. 	 Scimitar
55	historical fiction	Hall, A. D. 	 Golden balance
55	historical fiction	Bellasls, M. 	 Mrs Betsey
55	historical fiction	Beresford-Howe, C. 	 My Lady Greensleeves
55	historical fiction	Ohidsey. D. B. 	 Captain Bashful
55	historical fiction	Costaln. T. B. 	 Tontine
55	historical fiction	Eckerson, O. 	 My Lord Essex
55	historical fiction	Heyer, G. 	 Bath tangle
55	historical fiction	Jefferls. B. 	 Beloved lady
55	historical fiction	Neill, R. 	 Black William
55	historical fiction	Payne, P. S. R, 	 Roaring boys
55	historical fiction	Walworth. A. 	 Vowa of the peacock
55	historical fiction	Hill, P. 	 Crown and the shadow
55	historical fiction	Oldenbourg, Z. 	 Cornerstone
55	historical fiction	Prescott, H. F. M. 	 Unhurrylng chase
55	historical fiction	Williams, J. 	 Siege
55	historical fiction	Graves, R. 	 Homer's daughter
55	historical fiction	Stewart, G. R. 	 Tears of the city
55	historical fiction	Maass, B. 	 Magnificent enemies
55	historical fiction	Du Bols, T. M. 	 Emerald crown
55	historical fiction	Llnlngton. E. 	 Proud man
55	historical fiction	Baron. A. 	 Golden princess
55	historical fiction	Dumke, G. S. 	 Tyrant of Bagdad
55	historical fiction	Lofts, N. R. 	 Eleanor the queen
55	historical fiction	Prescott. H. P. M. 	 Unhurrylng chase
55	historical fiction	Simon, B. 	 Twelve pictures
55	historical fiction	Jennings, J. B. 	 Shadows In the dusk
55	historical fiction	Tellhet, D. L. 	 Lion's skin
55	historical fiction	Fletcher, I. C. 	 Scotswoman
55	historical fiction	Constant, A. W. 	 Oklahoma run
55	historical fiction	Byrd, 8., and 	 Sutherland, J. Valiant
55	historical fiction	Groseclose, E. B. 	 Carmelite
55	historical fiction	Dolan, M. 	 Hannibal of Carthage
55	historical fiction	Dolan, M. 	 Hannibal of Carthage
55	historical fiction	Dunscomb, C. 	 Bond and the free
55	historical fiction	Fuller, R. 	 Sign of the pagan
55	historical fiction	Graves, R. A. 	 Lost eagles
55	historical fiction	White, H. C. 	 Four rivers of paradise
55	historical fiction	Price, J. 	 Katrlna
55	historical fiction	Stephens, B. 	 Far flies the eagle
55	historical fiction	Millar, O. R. 	 Crossbowman's story of the first exploration of the Amazon
55	historical fiction	Schoonover, L. L. 	 Queen's cross
55	historical fiction	Tracy, D. 	 Roanoke renegade
55	historical fiction	Barker, 8. 	 Tomorrow the new moon
55	historical fiction	Colver. A. M. R. 	 Measure of the years
55	historical fiction	Gerson. N. B. 	 Forest lord
55	historical fiction	Murphy, B. F. 	 Bride for New Orleans
55	historical fiction	Newton, J. B. 	 Rogue and the witch
55	historical fiction	Brick. J. 	 Eagle of Niagara
55	historical fiction	Slaughter, F. G. 	 Flight from Natchez
55	historical fiction	Taylor, D. 	 Farewell to Valley Forge
55	historical fiction	Breslln. H. 	 Shad run
55	historical fiction	Lalng, A. K. 	 Jonathan Eagle
55	historical fiction	Allls, M. 	 Rising storm
55	historical fiction	Crabb, A. L. 	 Peace at Bowling Green
55	historical fiction	Loomls. N. M. 	 Twlllghters
55	historical fiction	Mclntyre, M. 	 River Witch
55	historical fiction	Grubb. D. 	 Dream of kings
55	historical fiction	Kane. H. T. 	 Smiling rebel
55	historical fiction	Kantor. M. 	 Andersonvllle
55	historical fiction	Lagard. G. 	 Leaps the live thunder
55	mystery and detective fiction	Alexander, D. 	 Shoot a sitting duck
55	mystery and detective fiction	Allingham, M. 	 Estate 01 the Beckoning Lady
55	mystery and detective fiction	Ard, W. 	 Hell Is a city
55	mystery and detective fiction	Ard. W. 	 Mr Trouble
55	mystery and detective fiction	Armstrong. C. 	 Dream walker
55	mystery and detective fiction	Aubrey-Fletcher, H. L. 	 Dying fall
55	mystery and detective fiction	Ball. D. B. C. 	 Bones In the barrow
55	mystery and detective fiction	Ballinger, W. 8. 	 Tooth and the nail
55	mystery and detective fiction	Basinsky. B. 	 Big steal
55	mystery and detective fiction	Benson, B. 	 Broken shield
55	mystery and detective fiction	Benson, B. 	 Burning fuse
55	mystery and detective fiction	Benson. B. 	 Sliver Cobweb
55	mystery and detective fiction	Berckman, B. 	 Beckoning dream
55	mystery and detective fiction	Bodlngton, N. 	 Cellar at no
55	mystery and detective fiction	Brown, F. 	 Wench Is dead
55	mystery and detective fiction	Brown, Z. J. 	 Murder comes to Eden
55	mystery and detective fiction	Browne, D. O. 	 Death wears a mask
55	mystery and detective fiction	Bryant, M. 	 Cue for murder
55	mystery and detective fiction	Bush, C. 	 Case of the red brunette
55	mystery and detective fiction	Bush, C. 	 Case of the three lost letters
55	mystery and detective fiction	Cameron, 0. 	 Butcher's wife
55	mystery and detective fiction	Carey. B. 	 Fatal picnic
55	mystery and detective fiction	Carleton. M. C. 	 Vanished
55	mystery and detective fiction	Charteris, L. 	 Saint on the Spanish Main
55	mystery and detective fiction	Christie, A. M. 	 Hickory, jdlckory, death
55	mystery and detective fiction	Christie, A. M. 	 So many steps to death
55	mystery and detective fiction	Cohen. 0. R. 	 Love can be dangerous
55	mystery and detective fiction	Coles, M. 	 Man In the green hat
55	mystery and detective fiction	Collins, H. 	 Cut me In
55	mystery and detective fiction	Cooke. D. C., ed. 	 Best detective stories of the year
55	mystery and detective fiction	Coxe, G. H. 	 Top assignment
55	mystery and detective fiction	Crane, F. K. 	 Death In lilac time
55	mystery and detective fiction	Crossen, K. F. 	 Splintered man
55	mystery and detective fiction	Daniel, Q. E. 	 Welcome death
55	mystery and detective fiction	Davis, F. C. 	 Frazer acquittal
55	mystery and detective fiction	Davis, F. C. 	 Night drop
55	mystery and detective fiction	Davis. M. B. 	 Dark place
55	mystery and detective fiction	Dennlston, E. 	 Death and Mr. Potter
55	mystery and detective fiction	Dewey, T. B. 	 Mean streets
55	mystery and detective fiction	Disney, D. M. 	 Room for murder
55	mystery and detective fiction	Disney. D. M. 	 Trick or treat
55	mystery and detective fiction	Doyle, A. C. 	 Treasury of Sherlock Holmes
55	mystery and detective fiction	Dresser, D. 	 Death has three lives
55	mystery and detective fiction	Dresser, D. 	 Stranger In town
55	mystery and detective fiction	Dupuy-Mazuel, H. 	 Soeur Angele and the embarrassed ladles
55	mystery and detective fiction	Egerton, D. 	 No thoroughfare
55	mystery and detective fiction	Eyre, K. W. 	 Lute and the glove
55	mystery and detective fiction	Fenlsong, R. 	 Widows' plight
55	mystery and detective fiction	Fleming, J. M. 	 He ought to be shot
55	mystery and detective fiction	Forbes. D. 	 Eleventh hour
55	mystery and detective fiction	Frost, B. 	 Innocent bystander
55	mystery and detective fiction	Gardner. E. S. 	 Case of the glamorous ghost
55	mystery and detective fiction	Gardner, E. S. 	 Case of the nervous accomplice
55	mystery and detective fiction	Gardner. B. 8. 	 Case of the sun bather's diary
55	mystery and detective fiction	Oault, W. C. 	 Ring around Rosa
55	mystery and detective fiction	Gilbert, M. F. 	 Country-house burglar
55	mystery and detective fiction	Gill, J. E. 	 House that died
55	mystery and detective fiction	Goodchlld, G., and 	 Roberts, C. B. B. Dear old gentleman
55	mystery and detective fiction	Gordon. M. and G. 	 Case of the talking bug
55	mystery and detective fiction	Hall, 0. M. 	 Pawns of fear
55	mystery and detective fiction	Hanson, R P. 	 Walk a wicked mile
55	mystery and detective fiction	Herber, W. 	 Live bait for murder
55	mystery and detective fiction	Hltchens, D. B. 	 Sleep with strangers
55	mystery and detective fiction	Hocking, A. 	 Poison in paradise
55	mystery and detective fiction	Hunter, A. 	 Gently does it
55	mystery and detective fiction	Kelland, C. B. 	 Murder makea an entrance.
55	mystery and detective fiction	Knight, K. M. 	 Roblneau look
55	mystery and detective fiction	Knumey, S. A. 	 Death cries In the street
55	mystery and detective fiction	Lacy, B. 	 Best that ever did It
55	mystery and detective fiction	Latimer, J. 	 Sinners and shrouds
55	mystery and detective fiction	Levon, F. 	 Much ado about murder
55	mystery and detective fiction	Lewis, M. C. M. 	 Tour de force
55	mystery and detective fiction	Lockridge, P. L. D. and R. 	 Death of an angel
55	mystery and detective fiction	Lockridge, R. and F. L. D. 	 Burnt offering
55	mystery and detective fiction	McChesney, M. F. 	 Asking for trouble
55	mystery and detective fiction	McCloy, H. 	 Long body
55	mystery and detective fiction	MacDonald, P. 	 Guest in the house
55	mystery and detective fiction	Mcleern, W. P. 	 Darkest hour
55	mystery and detective fiction	Malleson, L. B. 	 Question of murder
55	mystery and detective fiction	Marsh, N. 	 Scales of justice
55	mystery and detective fiction	Martin. R. L. 	 Echoing shore
55	mystery and detective fiction	Martin, R. L. 	 Just a corpse at twilight
55	mystery and detective fiction	Martin, H. L. 	 Pale door
55	mystery and detective fiction	Masur, H. Q. 	 Big money
55	mystery and detective fiction	Millar, M. 	 Beast In view
55	mystery and detective fiction	Nichols, B. 	 Moonflower murder
55	mystery and detective fiction	Nielsen, H. 	 Stranger In the dark
55	mystery and detective fiction	Nolan, J. C. 	 Sudden squall
55	mystery and detective fiction	Parker, M. 	 Murder In Jackson Hole
55	mystery and detective fiction	Parker, R. 	 Kind of misfortune
55	mystery and detective fiction	Philip. J. P. 	 Assassins
55	mystery and detective fiction	Potts, J. 	 Death of a stray cat
55	mystery and detective fiction	Powell, R. P. 	 False colors
55	mystery and detective fiction	Procter, M. 	 Somewhere In this city
55	mystery and detective fiction	Queen, B. 	 Queen's bureau of Investigation
55	mystery and detective fiction	Rellly. H. K. 	 Compartment
55	mystery and detective fiction	Revell, L. 	 Men with three eyes
55	mystery and detective fiction	Rlvett, E. C. 	 Impact of evidence
55	mystery and detective fiction	Rodell, M. F. 	 Grim grow the lilacs
55	mystery and detective fiction	Roth, H. 	 Sleeper
55	mystery and detective fiction	Rutledge, N. 	 Cry murder
55	mystery and detective fiction	Sanderson, D. 	 Darker traffic
55	mystery and detective fiction	Slater, M. 	 Man with a background of flames
55	mystery and detective fiction	Stein, A. M. 	 Dirty way to die
55	mystery and detective fiction	Stein, A. M. 	 Man who had too much to lose
55	mystery and detective fiction	Stein, A. M. 	 Moonmllk and murder
55	mystery and detective fiction	Sterling. T. 	 Evil of the day
55	mystery and detective fiction	Stout, R. 	 Before midnight
55	mystery and detective fiction	Stout, R. 	 Full house
55	mystery and detective fiction	Street, C. J. C. 	 Death on the lawn
